duration,spectrum,mean_frequency,peak_frequency,frequencies_std,amplitudes_cum_sum,mode_frequency,median_frequency,frequencies_q25,frequencies_q75,iqr,freqs_skewness,freqs_kurtosis,spectral_entropy,spectral_flatness,spectral_centroid,spectral_bandwidth,spectral_spread,spectral_rolloff,energy,rms,zcr,spectral_mean,spectral_rms,spectral_std,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindex,LABEL
1.9731801448482955e-13,708409.0,429.0,3194.9394457697767,2.3736798751668988e-11,429.0,5492.0,10983.0,10983.0,0.0,-1.4596713483834321e-05,-1.2001361267229205,2.0054200196816834,740.0199877877845,5375.5508799377,4566.354146486827,9286.291096159312,9.831438937359577e-05,150.03507993273556,150.0304771938944,1.9731801448482955e-13,1.1430082272173412e-12,1.1258478621227175e-12,1.2675334086462933e-24,182.84976931878592,0.0,200.45454545454547,5059.5948275862065,1.0,10983.0,10982.0,0.008695652173913044,705600,0.0002303749170973728,-1.300883140547535e-17,-1.61790508236164e-17,6.435181025789767e-17,5.32013833389188e-18,0.3404287141192086,-1.8887616582856378e-16,-8.865682579697906e-17,-9.19454729520047e-17,-6.01248510337096e-18,0.07433550396646697,-0.1796979068332126,6.907980990736665e-17,FAKE
1.116637823037867e-13,708409.0,773.0,3194.9394457697767,1.2709881781912762e-11,773.0,5492.0,10983.0,10983.0,0.0,-1.4596713483834321e-05,-1.2001361267229205,3.1768977098056226,921.9343236090139,6112.9933556108645,4008.0797125489403,9347.39646382418,0.0001010413739660616,150.04416755897157,150.02561031792743,1.116637823037867e-13,3.3656095073300665e-13,3.174972020032899e-13,1.0080447327991786e-25,177.06813563946503,0.0,200.45454545454547,4527.342857142857,1.0,10811.0,10810.0,0.009615384615384616,705600,0.0007031398631908275,-4.482034349785625e-17,6.600979857428179e-17,-5.629872414974626e-17,-4.2706863885762215e-17,0.3404287128653557,-7.898987799311849e-17,5.830288585086991e-19,-1.706270393729365e-17,-1.6397686645557165e-19,0.0743365033136896,-0.17969790668019525,1.3391444093871683e-17,FAKE
1.8045917509191542e-13,708409.0,258.0,3194.9394457697767,2.1812216470134476e-11,258.0,5492.0,10983.0,10983.0,0.0,-1.4596713483834321e-05,-1.2001361267229205,2.629028299399442,-36.521312581520384,5868.837226104064,5279.761318141791,9401.050938294988,0.00010978473099652844,150.02779845245777,150.02545168956132,1.8045917509191542e-13,7.155164280488939e-13,6.923859075205051e-13,4.793982449329934e-25,182.04653809843774,0.0,200.45454545454547,3459.897435897436,1.0,10811.0,10810.0,0.012987012987012988,705600,-0.0023420112627163497,-1.382142787702185e-16,-2.5890125248151922e-17,2.3375813295833156e-17,5.888591470937862e-17,0.34042871403156494,1.32621381870365e-16,-4.5749545741104486e-17,-1.000759925804268e-16,3.826126883963338e-19,0.0743353943270323,-0.1796979064603256,-4.344475978481229e-17,FAKE
1.265423132805012e-13,642555.0,78.0,2897.8943728656295,1.4909840929715228e-11,78.0,4981.0,9962.0,9962.0,0.0,6.822843149710625e-06,-1.2001426414070182,2.5524083848362187,576.0613326629466,7495.780023478093,6248.073740848837,8430.97043544853,9.986951500028842e-05,150.02291710448176,150.02761837597345,1.265423132805012e-13,6.26685973415398e-13,6.137771193399314e-13,3.767223522252244e-25,176.63127027628022,0.0,200.0,4579.307692307692,1.0,9962.0,9961.0,0.008620689655172414,640000,0.00028011235936482745,7.699624862680509e-17,-1.189743264394314e-16,5.710038883019572e-17,6.36230241847618e-17,0.3473593182840523,-8.656824267142506e-17,4.39458002100932e-17,1.8477459901768664e-16,1.931283093810066e-18,0.06921120425562176,-0.18144938793930857,3.6967673559817203e-17,FAKE
5.959544934593282e-14,708409.0,601.0,3194.9394457697767,6.754912573791939e-12,601.0,5492.0,10983.0,10983.0,0.0,-1.4596713483834321e-05,-1.2001361267229205,3.0466581779585495,-131.79144048908134,8157.458473279345,6352.327820793931,9308.23309133309,7.416771065525292e-05,150.03403275263673,150.03532741473998,5.959544934593282e-14,2.0565664008846052e-13,1.9683250755332806e-13,3.8743036029730947e-26,182.84119425437467,0.0,200.45454545454547,5410.472440944882,1.0,10983.0,10982.0,0.007936507936507938,705600,-9.432482499564496e-05,-1.1514819955546809e-17,-2.915144292543496e-18,1.2054121649667356e-16,5.2181082836528574e-17,0.340428714184799,1.4661220896877714e-16,-3.261317677283036e-17,-3.880785839448529e-17,9.146265217855218e-18,0.07433418118501364,-0.17969790678125375,2.5215998130501238e-17,FAKE
4.494980648609521e-14,708409.0,687.0,3194.9394457697767,4.497773376333307e-12,687.0,5492.0,10983.0,10983.0,0.0,-1.4596713483834321e-05,-1.2001361267229205,3.685227841825574,819.7891661308528,6217.253102222134,4374.207771235231,9399.654511180206,8.104333852956289e-05,150.02919974823968,150.04122469897817,4.494980648609521e-14,1.2770570708358168e-13,1.1953352048099378e-13,1.4288262518580158e-26,181.72792544510304,0.0,200.45454545454547,5261.573770491803,1.0,10983.0,10982.0,0.008264462809917356,705600,-9.772383732410065e-05,-4.3217014136957325e-17,3.560119967268744e-17,-1.006089173964074e-16,-6.610089683342377e-17,0.34042871402876257,-6.937118436296015e-17,-8.038510386688689e-17,-2.6035882462779098e-17,-3.0609015071706706e-18,0.07433570785155626,-0.17969790624853518,4.988085179319347e-17,FAKE
8.650394044393367e-14,642555.0,467.0,2897.8943728656295,1.0018300842478168e-11,467.0,4981.0,9962.0,9962.0,0.0,6.822843149710625e-06,-1.2001426414070182,2.435445467158741,846.9774874719064,5809.229090047725,4442.893169249097,8387.380199877492,7.932249200956023e-05,150.02130205571135,150.03089394897063,8.650394044393367e-14,4.934435443408666e-13,4.858020170186094e-13,2.360035997393492e-25,179.72329807416756,0.0,200.0,4452.138888888889,1.0,9962.0,9961.0,0.009345794392523364,640000,-3.057805379231771e-06,3.388855240081814e-17,8.572346185260717e-17,-2.6491373758489018e-17,-1.069857955363463e-16,0.34735931820646637,3.031345871322629e-17,-8.559592428980839e-17,-4.0958916038475393e-17,2.8604853370583053e-18,0.06921166528202274,-0.18144938798675664,-5.588650452712879e-17,FAKE
3.935058903581941e-15,708409.0,1.0,3194.9394457697767,5.072879659052931e-13,1.0,5492.0,10983.0,10983.0,0.0,-1.4596713483834321e-05,-1.2001361267229205,0.02274101165548289,4061.39229912545,2131.1624496215723,2155.735197768771,9159.733752258411,4.007531348417851e-06,142.62199270937464,142.61667475461954,3.935058903581941e-15,4.460425825999114e-14,4.4430340605821694e-14,1.9740551663493282e-27,150.24670304378094,0.0,200.45454545454547,4675.261682242991,1.0,10725.0,10724.0,0.009433962264150943,705600,0.00030618939447231636,-7.513271501154757e-17,7.70493659046993e-18,4.967959115049268e-17,4.507962900692854e-17,0.34042871462458524,1.888786185523635e-16,-6.133282858085516e-17,7.980934319083778e-17,3.9099678220295164e-18,0.07433688242057286,-0.17969790618812875,3.9981337631144956e-17,FAKE
1.1562853291277426e-18,708409.0,1.0,3194.9394457697767,8.059952703779594e-17,1.0,5492.0,10983.0,10983.0,0.0,-1.4596713483834321e-05,-1.2001361267229205,3.717928808590435,11870.233605988728,-2691.094401387604,15241.517768062513,9330.141083698401,4.280288108214773e-07,142.5957216740245,142.6137374058256,1.1562853291277426e-18,3.764611893323742e-18,3.5826396616180256e-18,1.283530694499852e-35,141.0814855527034,0.0,200.45454545454547,5248.330578512397,1.0,10811.0,10810.0,0.008333333333333333,705600,0.00015381274475157914,1.5440539595230287e-16,-4.470396543187081e-16,7.03794207965313e-17,-3.020641807607117e-17,0.34042871457873347,6.929637628706842e-17,1.3339890216335997e-17,-1.088657707310179e-17,-6.746611143894068e-18,0.07433528174626994,-0.1796979061887641,-3.595637075552634e-17,FAKE
1.015822511176912e-17,708409.0,1.0,3194.9394457697767,1.1464590273981538e-15,1.0,5492.0,10983.0,10983.0,0.0,-1.4596713483834321e-05,-1.2001361267229205,1.5036423931874445,-3415.4693542356813,42.993104716482385,6518.521226649253,9363.315316566826,7.8727247071411e-07,142.60435214625852,142.61146591873518,1.015822511176912e-17,8.90453460976382e-17,8.846402728921398e-17,7.825884124226795e-33,147.4529532063036,0.0,200.45454545454547,4939.648648648648,1.0,10725.0,10724.0,0.00909090909090909,705600,-0.0014037264565075341,-3.35797236480182e-17,5.171124109723351e-17,-8.663262037045792e-18,-5.657953436583888e-17,0.34042871457893803,-6.132422680271542e-18,-4.032633479191227e-17,6.899943215346205e-19,-6.420780492058275e-19,0.07433544976458305,-0.1796979061895673,1.2166899869727142e-16,FAKE
