duration,spectrum,mean_frequency,peak_frequency,frequencies_std,amplitudes_cum_sum,mode_frequency,median_frequency,frequencies_q25,frequencies_q75,iqr,freqs_skewness,freqs_kurtosis,spectral_entropy,spectral_flatness,spectral_centroid,spectral_bandwidth,spectral_spread,spectral_rolloff,energy,rms,zcr,spectral_mean,spectral_rms,spectral_std,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindex
3.2079355445125706e-14,257062.0,94.0,1159.1468712041171,3.963531124791766e-12,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,2.0337828986825213,1672.6830165615434,-1181.583562604418,1601.3484008129312,2338.2888353995677,3.6373090998835493e-05,0.6689340860860672,0.7075459812806418,3.2079355445125706e-14,1.7168039278590235e-13,1.6865666966161464e-13,2.8445072221347e-26,143.89853714989044,71.11111111111111,200.0,1194.3823529411766,63.0,3985.0,3922.0,0.0303030303030303,165979,2.95591452340769e-07,-5.16445356094561e-17,-6.455566951182013e-18,2.582226780472805e-17,4.3037113007880084e-17,0.3934124446817119,-6.675680429924605e-17,4.3037113007880084e-17,-1.506298955275803e-17,-9.68335042677302e-18,0.0371342309538329,-0.1816063822207438,-4.196118518268308e-17
2.1520937484231672e-14,257062.0,94.0,1159.1468712041171,2.3622171625169435e-12,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,2.7668376814086013,-3499.5546236505315,-2022.0753980432726,3438.361633873736,1871.121789686921,4.614564040200026e-05,1.0690986789088697,1.1317691481746601,2.1520937484231672e-14,9.915283090991226e-14,9.67891167810175e-14,9.368133127249444e-27,132.70417769444353,85.1063829787234,200.0,1452.4,63.0,3985.0,3922.0,0.041666666666666664,139063,-1.5524143610256714e-07,-1.0386153638006215e-17,-4.673769137102797e-17,-2.077230727601243e-17,-5.193076819003108e-17,0.39341248825879527,0.0,0.0,-2.596538409501554e-17,-1.0386153638006215e-17,0.03713061411807768,-0.18160639370548903,2.596538409501554e-17
7.30121468074771e-14,257062.0,94.0,1159.1468712041171,9.087748468894327e-12,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,1.0276594560644048,102.83118242176052,1545.869947476006,1366.1179549054787,2669.761746221615,4.4162479376644434e-05,0.5772739101425056,0.6153714848143982,7.30121468074771e-14,6.635566866592604e-13,6.595276361372427e-13,4.349767028287792e-25,135.32645912513055,0.0,200.0,1504.68,63.0,3860.0,3797.0,0.04166666666666667,159460,3.187543966591029e-06,-1.9607940276235948e-17,2.4509925345294936e-17,-8.578473870853227e-18,-2.4509925345294936e-17,0.39341246553623044,0.0,1.4705955207176962e-17,1.1029466405382721e-17,-9.803970138117974e-18,0.03713205228768973,-0.18160638700599144,3.982862868610427e-18
1.0866087128843671e-14,257062.0,94.0,1159.1468712041171,1.1213991149549924e-12,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,3.4512196853194683,-1579.7427895558574,846.4006448614866,1723.1987309505023,3156.149866031811,3.8440928071674576e-05,1.2850981735592977,1.3404984227129337,1.0866087128843671e-14,3.6798376242596445e-14,3.515748347933999e-14,1.2360486446000643e-27,132.0169807192627,0.0,200.0,1343.7608695652175,63.0,3643.0,3580.0,0.022222222222222223,144794,-8.182461357402898e-08,6.913155227827062e-17,0.0,4.3207220173919133e-17,-8.641444034783827e-17,0.3934124696944908,3.402778740545227e-17,8.641444034783827e-18,8.641444034783827e-18,9.721624539131806e-18,0.03713198787528919,-0.18160638793052647,1.7282888069567655e-17
3.659797362457802e-14,257062.0,94.0,1159.1468712041171,4.126537405231999e-12,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,2.6999756437219835,-250.30769967897774,682.2614362328912,1232.6257232483745,2471.9433482094805,5.6423203327627825e-05,0.8165630998159781,0.8358115775729038,3.659797362457802e-14,1.8691180476595593e-13,1.8329378354827398e-13,3.359661108744152e-26,122.23058370290461,88.88888888888889,200.0,491.82608695652175,63.0,1962.0,1899.0,0.04545454545454545,131487,1.3549308078499062e-07,3.093800010566474e-17,1.3750222269184328e-17,0.0,2.7500444538368656e-17,0.39341248331261963,5.365117400736953e-17,1.3750222269184328e-17,2.0625333403776493e-17,6.875111134592164e-18,0.0371311188802556,-0.18160639242022758,1.3750222269184328e-17
1.1672588524557313e-14,257062.0,125.0,1159.1468712041171,1.4019306213383138e-12,125.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,2.2804021493691793,-8850.525302268465,289.2852376343199,298.85778355657897,2626.3011324417603,2.8104103522408972e-05,1.2204922309962043,1.2569427368090615,1.1672588524557313e-14,6.781435201880334e-14,6.680222314314508e-14,4.462537016866549e-27,134.8284282762508,0.0,200.0,1308.7567567567567,63.0,3611.0,3548.0,0.02777777777777778,125011,2.4261134241096903e-07,1.878838964750265e-17,2.2773805633336544e-17,2.049642507000289e-17,1.8219044506669236e-17,0.3934124882558857,3.584074329180833e-17,-7.401486830834377e-18,2.7328566760003855e-17,-4.554761126667309e-18,0.03713036033939701,-0.18160639375964074,-3.643808901333847e-17
4.6738883481436747e-14,257062.0,94.0,1159.1468712041171,5.721257084431541e-12,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,1.8905990072980448,212.84191636280443,2572.845415805152,2264.5051657037857,2537.6971193791874,4.632705250068823e-05,0.6505319618523753,0.6733129043582927,4.6738883481436747e-14,2.93679652865768e-13,2.89936571129388e-13,8.406321527826667e-26,140.03587384817624,0.0,200.0,1078.0,63.0,3798.0,3735.0,0.04,155287,2.9981569314266345e-06,-1.7560524825705288e-17,-8.780262412852644e-18,-1.3170393619278966e-17,-6.585196809639483e-18,0.3934124167157887,-3.402778740545227e-17,0.0,-1.0426561615262514e-17,2.195065603213161e-18,0.03713234517100656,-0.18160637244815925,9.60341201405758e-18
5.098003533006586e-14,257062.0,125.0,1159.1468712041171,6.328203009148228e-12,125.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,1.3718996449500849,223.72411878555542,457.322055255689,167.47074555310348,2249.7503940772986,3.823274425870054e-05,0.7630589838962634,0.7853602573871814,5.098003533006586e-14,4.054883028154764e-13,4.02270803959125e-13,1.6182179971792075e-25,131.2227097741519,0.0,200.0,1559.44,63.0,3985.0,3922.0,0.041666666666666664,150495,1.4876648353086522e-06,-1.4772198248650732e-17,-7.386099124325366e-18,-1.4772198248650732e-17,2.9544396497301465e-17,0.39341248692432423,0.0,3.693049562162683e-18,1.200241107702872e-17,0.0,0.037131461840604923,-0.1816063931990788,1.5695460639191403e-17
1.7883583560258696e-14,257062.0,94.0,1159.1468712041171,1.6570560175664913e-12,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,3.7839369659485618,24.011076390382566,6343.322741983172,4764.257289897067,2305.7216236477775,5.4549478723927256e-05,0.7854514717010166,0.8549365131714555,1.7883583560258696e-14,5.371073666159583e-14,5.0646033129698715e-14,2.5650206717745395e-27,154.3404852221758,0.0,200.0,1734.98,94.0,3954.0,3860.0,0.02040816326530612,169499,-2.931814307667257e-07,-4.659296627935083e-17,5.37611149377125e-18,0.0,-1.4336297316723333e-17,0.39341246903250765,0.0,-1.07522229875425e-17,-4.659296627935083e-17,-5.37611149377125e-18,0.03713101609741429,-0.18160638834795512,-1.3440278734428125e-17
9.953144025603689e-15,257062.0,125.0,1159.1468712041171,1.2365171419129117e-12,125.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,1.4819604172355851,123.82196208226212,1265.1275675383981,1007.1457817440709,2730.0776195775506,1.6640302352658955e-05,1.019825465237708,1.0595522968535815,9.953144025603689e-15,7.094791840625235e-14,7.024629563319215e-14,4.9345420501858314e-27,148.6464946569115,77.29468599033817,200.0,1525.0487804878048,63.0,3923.0,3860.0,0.025,150766,-6.527231714764333e-07,-4.994052808934714e-17,-4.7166054306605636e-17,5.548947565483016e-18,1.9421316479190557e-17,0.39341248250163185,-4.350816598607579e-17,3.3293685392898093e-17,1.387236891370754e-17,-4.161710674112262e-18,0.03713260028140257,-0.18160639192020875,-1.80340795878198e-17
